pokedex_number,name,generation,status,species,type_1,type_2,height_m,weight_kg,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate
554,Darumaka,5,Normal,Zen Charm Pokémon,Fire,,0.6,37.5,315.0,70.0,90.0,45.0,15.0,45.0,50.0,120.0,70.0,63.0,Medium Slow
554,Galarian Darumaka,5,Normal,Zen Charm Pokémon,Ice,,0.7,40.0,315.0,70.0,90.0,45.0,15.0,45.0,50.0,,,,Medium Slow
555,Darmanitan Standard Mode,5,Normal,Blazing Pokémon,Fire,,1.3,92.9,480.0,105.0,140.0,55.0,30.0,55.0,95.0,60.0,70.0,168.0,Medium Slow
555,Darmanitan Zen Mode,5,Normal,Blazing Pokémon,Fire,Psychic,1.3,92.9,540.0,105.0,30.0,105.0,140.0,105.0,55.0,60.0,70.0,189.0,Medium Slow
555,Darmanitan Galarian Standard Mode,5,Normal,Zen Charm Pokémon,Ice,,1.7,120.0,480.0,105.0,140.0,55.0,30.0,55.0,95.0,,,,Medium Slow
555,Darmanitan Galarian Zen Mode,5,Normal,Zen Charm Pokémon,Ice,Fire,1.7,120.0,540.0,105.0,160.0,55.0,30.0,55.0,135.0,,,,
556,Maractus,5,Normal,Cactus Pokémon,Grass,,1.0,28.0,461.0,75.0,86.0,67.0,106.0,67.0,60.0,255.0,70.0,161.0,Medium Fast
557,Dwebble,5,Normal,Rock Inn Pokémon,Bug,Rock,0.3,14.5,325.0,50.0,65.0,85.0,35.0,35.0,55.0,190.0,70.0,65.0,Medium Fast
558,Crustle,5,Normal,Stone Home Pokémon,Bug,Rock,1.4,200.0,485.0,70.0,105.0,125.0,65.0,75.0,45.0,75.0,70.0,170.0,Medium Fast
559,Scraggy,5,Normal,Shedding Pokémon,Dark,Fighting,0.6,11.8,348.0,50.0,75.0,70.0,35.0,70.0,48.0,180.0,35.0,70.0,Medium Fast
560,Scrafty,5,Normal,Hoodlum Pokémon,Dark,Fighting,1.1,30.0,488.0,65.0,90.0,115.0,45.0,115.0,58.0,90.0,70.0,171.0,Medium Fast
561,Sigilyph,5,Normal,Avianoid Pokémon,Psychic,Flying,1.4,14.0,490.0,72.0,58.0,80.0,103.0,80.0,97.0,45.0,70.0,172.0,Medium Fast
562,Yamask,5,Normal,Spirit Pokémon,Ghost,,0.5,1.5,303.0,38.0,30.0,85.0,55.0,65.0,30.0,190.0,70.0,61.0,Medium Fast
562,Galarian Yamask,5,Normal,Spirit Pokémon,Ground,Ghost,0.5,1.5,303.0,38.0,55.0,85.0,30.0,65.0,30.0,,,,Medium Fast
563,Cofagrigus,5,Normal,Coffin Pokémon,Ghost,,1.7,76.5,483.0,58.0,50.0,145.0,95.0,105.0,30.0,90.0,70.0,169.0,Medium Fast
564,Tirtouga,5,Normal,Prototurtle Pokémon,Water,Rock,0.7,16.5,355.0,54.0,78.0,103.0,53.0,45.0,22.0,45.0,70.0,71.0,Medium Fast
565,Carracosta,5,Normal,Prototurtle Pokémon,Water,Rock,1.2,81.0,495.0,74.0,108.0,133.0,83.0,65.0,32.0,45.0,70.0,173.0,Medium Fast
566,Archen,5,Normal,First Bird Pokémon,Rock,Flying,0.5,9.5,401.0,55.0,112.0,45.0,74.0,45.0,70.0,45.0,70.0,71.0,Medium Fast
567,Archeops,5,Normal,First Bird Pokémon,Rock,Flying,1.4,32.0,567.0,75.0,140.0,65.0,112.0,65.0,110.0,45.0,70.0,177.0,Medium Fast
568,Trubbish,5,Normal,Trash Bag Pokémon,Poison,,0.6,31.0,329.0,50.0,50.0,62.0,40.0,62.0,65.0,190.0,70.0,66.0,Medium Fast
569,Garbodor,5,Normal,Trash Heap Pokémon,Poison,,1.9,107.3,474.0,80.0,95.0,82.0,60.0,82.0,75.0,60.0,70.0,166.0,Medium Fast
570,Zorua,5,Normal,Tricky Fox Pokémon,Dark,,0.7,12.5,330.0,40.0,65.0,40.0,80.0,40.0,65.0,75.0,70.0,66.0,Medium Slow
571,Zoroark,5,Normal,Illusion Fox Pokémon,Dark,,1.6,81.1,510.0,60.0,105.0,60.0,120.0,60.0,105.0,45.0,70.0,179.0,Medium Slow
572,Minccino,5,Normal,Chinchilla Pokémon,Normal,,0.4,5.8,300.0,55.0,50.0,40.0,40.0,40.0,75.0,255.0,70.0,60.0,Fast
573,Cinccino,5,Normal,Scarf Pokémon,Normal,,0.5,7.5,470.0,75.0,95.0,60.0,65.0,60.0,115.0,60.0,70.0,165.0,Fast
574,Gothita,5,Normal,Fixation Pokémon,Psychic,,0.4,5.8,290.0,45.0,30.0,50.0,55.0,65.0,45.0,200.0,70.0,58.0,Medium Slow
575,Gothorita,5,Normal,Manipulate Pokémon,Psychic,,0.7,18.0,390.0,60.0,45.0,70.0,75.0,85.0,55.0,100.0,70.0,137.0,Medium Slow
576,Gothitelle,5,Normal,Astral Body Pokémon,Psychic,,1.5,44.0,490.0,70.0,55.0,95.0,95.0,110.0,65.0,50.0,70.0,221.0,Medium Slow
577,Solosis,5,Normal,Cell Pokémon,Psychic,,0.3,1.0,290.0,45.0,30.0,40.0,105.0,50.0,20.0,200.0,70.0,58.0,Medium Slow
578,Duosion,5,Normal,Mitosis Pokémon,Psychic,,0.6,8.0,370.0,65.0,40.0,50.0,125.0,60.0,30.0,100.0,70.0,130.0,Medium Slow
579,Reuniclus,5,Normal,Multiplying Pokémon,Psychic,,1.0,20.1,490.0,110.0,65.0,75.0,125.0,85.0,30.0,50.0,70.0,221.0,Medium Slow
580,Ducklett,5,Normal,Water Bird Pokémon,Water,Flying,0.5,5.5,305.0,62.0,44.0,50.0,44.0,50.0,55.0,190.0,70.0,61.0,Medium Fast
581,Swanna,5,Normal,White Bird Pokémon,Water,Flying,1.3,24.2,473.0,75.0,87.0,63.0,87.0,63.0,98.0,45.0,70.0,166.0,Medium Fast
582,Vanillite,5,Normal,Fresh Snow Pokémon,Ice,,0.4,5.7,305.0,36.0,50.0,50.0,65.0,60.0,44.0,255.0,70.0,61.0,Slow
583,Vanillish,5,Normal,Icy Snow Pokémon,Ice,,1.1,41.0,395.0,51.0,65.0,65.0,80.0,75.0,59.0,120.0,70.0,138.0,Slow
584,Vanilluxe,5,Normal,Snowstorm Pokémon,Ice,,1.3,57.5,535.0,71.0,95.0,85.0,110.0,95.0,79.0,45.0,70.0,241.0,Slow
585,Deerling,5,Normal,Season Pokémon,Normal,Grass,0.6,19.5,335.0,60.0,60.0,50.0,40.0,50.0,75.0,190.0,70.0,67.0,Medium Fast
586,Sawsbuck,5,Normal,Season Pokémon,Normal,Grass,1.9,92.5,475.0,80.0,100.0,70.0,60.0,70.0,95.0,75.0,70.0,166.0,Medium Fast
587,Emolga,5,Normal,Sky Squirrel Pokémon,Electric,Flying,0.4,5.0,428.0,55.0,75.0,60.0,75.0,60.0,103.0,200.0,70.0,150.0,Medium Fast
588,Karrablast,5,Normal,Clamping Pokémon,Bug,,0.5,5.9,315.0,50.0,75.0,45.0,40.0,45.0,60.0,200.0,70.0,63.0,Medium Fast
589,Escavalier,5,Normal,Cavalry Pokémon,Bug,Steel,1.0,33.0,495.0,70.0,135.0,105.0,60.0,105.0,20.0,75.0,70.0,173.0,Medium Fast
590,Foongus,5,Normal,Mushroom Pokémon,Grass,Poison,0.2,1.0,294.0,69.0,55.0,45.0,55.0,55.0,15.0,190.0,70.0,59.0,Medium Fast
591,Amoonguss,5,Normal,Mushroom Pokémon,Grass,Poison,0.6,10.5,464.0,114.0,85.0,70.0,85.0,80.0,30.0,75.0,70.0,162.0,Medium Fast
592,Frillish,5,Normal,Floating Pokémon,Water,Ghost,1.2,33.0,335.0,55.0,40.0,50.0,65.0,85.0,40.0,190.0,70.0,67.0,Medium Fast
593,Jellicent,5,Normal,Floating Pokémon,Water,Ghost,2.2,135.0,480.0,100.0,60.0,70.0,85.0,105.0,60.0,60.0,70.0,168.0,Medium Fast
594,Alomomola,5,Normal,Caring Pokémon,Water,,1.2,31.6,470.0,165.0,75.0,80.0,40.0,45.0,65.0,75.0,70.0,165.0,Fast
595,Joltik,5,Normal,Attaching Pokémon,Bug,Electric,0.1,0.6,319.0,50.0,47.0,50.0,57.0,50.0,65.0,190.0,70.0,64.0,Medium Fast
596,Galvantula,5,Normal,EleSpider Pokémon,Bug,Electric,0.8,14.3,472.0,70.0,77.0,60.0,97.0,60.0,108.0,75.0,70.0,165.0,Medium Fast
597,Ferroseed,5,Normal,Thorn Seed Pokémon,Grass,Steel,0.6,18.8,305.0,44.0,50.0,91.0,24.0,86.0,10.0,255.0,70.0,61.0,Medium Fast
598,Ferrothorn,5,Normal,Thorn Pod Pokémon,Grass,Steel,1.0,110.0,489.0,74.0,94.0,131.0,54.0,116.0,20.0,90.0,70.0,171.0,Medium Fast
599,Klink,5,Normal,Gear Pokémon,Steel,,0.3,21.0,300.0,40.0,55.0,70.0,45.0,60.0,30.0,130.0,70.0,60.0,Medium Slow
600,Klang,5,Normal,Gear Pokémon,Steel,,0.6,51.0,440.0,60.0,80.0,95.0,70.0,85.0,50.0,60.0,70.0,154.0,Medium Slow
601,Klinklang,5,Normal,Gear Pokémon,Steel,,0.6,81.0,520.0,60.0,100.0,115.0,70.0,85.0,90.0,30.0,70.0,234.0,Medium Slow
602,Tynamo,5,Normal,EleFish Pokémon,Electric,,0.2,0.3,275.0,35.0,55.0,40.0,45.0,40.0,60.0,190.0,70.0,55.0,Slow
603,Eelektrik,5,Normal,EleFish Pokémon,Electric,,1.2,22.0,405.0,65.0,85.0,70.0,75.0,70.0,40.0,60.0,70.0,142.0,Slow
604,Eelektross,5,Normal,EleFish Pokémon,Electric,,2.1,80.5,515.0,85.0,115.0,80.0,105.0,80.0,50.0,30.0,70.0,232.0,Slow
605,Elgyem,5,Normal,Cerebral Pokémon,Psychic,,0.5,9.0,335.0,55.0,55.0,55.0,85.0,55.0,30.0,255.0,70.0,67.0,Medium Fast
606,Beheeyem,5,Normal,Cerebral Pokémon,Psychic,,1.0,34.5,485.0,75.0,75.0,75.0,125.0,95.0,40.0,90.0,70.0,170.0,Medium Fast
607,Litwick,5,Normal,Candle Pokémon,Ghost,Fire,0.3,3.1,275.0,50.0,30.0,55.0,65.0,55.0,20.0,190.0,70.0,55.0,Medium Slow
608,Lampent,5,Normal,Lamp Pokémon,Ghost,Fire,0.6,13.0,370.0,60.0,40.0,60.0,95.0,60.0,55.0,90.0,70.0,130.0,Medium Slow
609,Chandelure,5,Normal,Luring Pokémon,Ghost,Fire,1.0,34.3,520.0,60.0,55.0,90.0,145.0,90.0,80.0,45.0,70.0,234.0,Medium Slow
610,Axew,5,Normal,Tusk Pokémon,Dragon,,0.6,18.0,320.0,46.0,87.0,60.0,30.0,40.0,57.0,75.0,35.0,64.0,Slow
611,Fraxure,5,Normal,Axe Jaw Pokémon,Dragon,,1.0,36.0,410.0,66.0,117.0,70.0,40.0,50.0,67.0,60.0,35.0,144.0,Slow
612,Haxorus,5,Normal,Axe Jaw Pokémon,Dragon,,1.8,105.5,540.0,76.0,147.0,90.0,60.0,70.0,97.0,45.0,35.0,243.0,Slow
613,Cubchoo,5,Normal,Chill Pokémon,Ice,,0.5,8.5,305.0,55.0,70.0,40.0,60.0,40.0,40.0,120.0,70.0,61.0,Medium Fast
614,Beartic,5,Normal,Freezing Pokémon,Ice,,2.6,260.0,505.0,95.0,130.0,80.0,70.0,80.0,50.0,60.0,70.0,177.0,Medium Fast
615,Cryogonal,5,Normal,Crystallizing Pokémon,Ice,,1.1,148.0,515.0,80.0,50.0,50.0,95.0,135.0,105.0,25.0,70.0,180.0,Medium Fast
616,Shelmet,5,Normal,Snail Pokémon,Bug,,0.4,7.7,305.0,50.0,40.0,85.0,40.0,65.0,25.0,200.0,70.0,61.0,Medium Fast
617,Accelgor,5,Normal,Shell Out Pokémon,Bug,,0.8,25.3,495.0,80.0,70.0,40.0,100.0,60.0,145.0,75.0,70.0,173.0,Medium Fast
618,Stunfisk,5,Normal,Trap Pokémon,Ground,Electric,0.7,11.0,471.0,109.0,66.0,84.0,81.0,99.0,32.0,75.0,70.0,165.0,Medium Fast
618,Galarian Stunfisk,5,Normal,Trap Pokémon,Ground,Steel,0.7,20.5,471.0,109.0,81.0,99.0,66.0,84.0,32.0,,,,Medium Fast
619,Mienfoo,5,Normal,Martial Arts Pokémon,Fighting,,0.9,20.0,350.0,45.0,85.0,50.0,55.0,50.0,65.0,180.0,70.0,70.0,Medium Slow
620,Mienshao,5,Normal,Martial Arts Pokémon,Fighting,,1.4,35.5,510.0,65.0,125.0,60.0,95.0,60.0,105.0,45.0,70.0,179.0,Medium Slow
621,Druddigon,5,Normal,Cave Pokémon,Dragon,,1.6,139.0,485.0,77.0,120.0,90.0,60.0,90.0,48.0,45.0,70.0,170.0,Medium Fast
622,Golett,5,Normal,Automaton Pokémon,Ground,Ghost,1.0,92.0,303.0,59.0,74.0,50.0,35.0,50.0,35.0,190.0,70.0,61.0,Medium Fast
623,Golurk,5,Normal,Automaton Pokémon,Ground,Ghost,2.8,330.0,483.0,89.0,124.0,80.0,55.0,80.0,55.0,90.0,70.0,169.0,Medium Fast
624,Pawniard,5,Normal,Sharp Blade Pokémon,Dark,Steel,0.5,10.2,340.0,45.0,85.0,70.0,40.0,40.0,60.0,120.0,35.0,68.0,Medium Fast
625,Bisharp,5,Normal,Sword Blade Pokémon,Dark,Steel,1.6,70.0,490.0,65.0,125.0,100.0,60.0,70.0,70.0,45.0,35.0,172.0,Medium Fast
626,Bouffalant,5,Normal,Bash Buffalo Pokémon,Normal,,1.6,94.6,490.0,95.0,110.0,95.0,40.0,95.0,55.0,45.0,70.0,172.0,Medium Fast
627,Rufflet,5,Normal,Eaglet Pokémon,Normal,Flying,0.5,10.5,350.0,70.0,83.0,50.0,37.0,50.0,60.0,190.0,70.0,70.0,Slow
628,Braviary,5,Normal,Valiant Pokémon,Normal,Flying,1.5,41.0,510.0,100.0,123.0,75.0,57.0,75.0,80.0,60.0,70.0,179.0,Slow
629,Vullaby,5,Normal,Diapered Pokémon,Dark,Flying,0.5,9.0,370.0,70.0,55.0,75.0,45.0,65.0,60.0,190.0,35.0,74.0,Slow
630,Mandibuzz,5,Normal,Bone Vulture Pokémon,Dark,Flying,1.2,39.5,510.0,110.0,65.0,105.0,55.0,95.0,80.0,60.0,35.0,179.0,Slow
631,Heatmor,5,Normal,Anteater Pokémon,Fire,,1.4,58.0,484.0,85.0,97.0,66.0,105.0,66.0,65.0,90.0,70.0,169.0,Medium Fast
632,Durant,5,Normal,Iron Ant Pokémon,Bug,Steel,0.3,33.0,484.0,58.0,109.0,112.0,48.0,48.0,109.0,90.0,70.0,169.0,Medium Fast
633,Deino,5,Normal,Irate Pokémon,Dark,Dragon,0.8,17.3,300.0,52.0,65.0,50.0,45.0,50.0,38.0,45.0,35.0,60.0,Slow
634,Zweilous,5,Normal,Hostile Pokémon,Dark,Dragon,1.4,50.0,420.0,72.0,85.0,70.0,65.0,70.0,58.0,45.0,35.0,147.0,Slow
635,Hydreigon,5,Normal,Brutal Pokémon,Dark,Dragon,1.8,160.0,600.0,92.0,105.0,90.0,125.0,90.0,98.0,45.0,35.0,270.0,Slow
636,Larvesta,5,Normal,Torch Pokémon,Bug,Fire,1.1,28.8,360.0,55.0,85.0,55.0,50.0,55.0,60.0,45.0,70.0,72.0,Slow
637,Volcarona,5,Normal,Sun Pokémon,Bug,Fire,1.6,46.0,550.0,85.0,60.0,65.0,135.0,105.0,100.0,15.0,70.0,248.0,Slow
638,Cobalion,5,Sub Legendary,Iron Will Pokémon,Steel,Fighting,2.1,250.0,580.0,91.0,90.0,129.0,90.0,72.0,108.0,3.0,35.0,261.0,Slow
639,Terrakion,5,Sub Legendary,Cavern Pokémon,Rock,Fighting,1.9,260.0,580.0,91.0,129.0,90.0,72.0,90.0,108.0,3.0,35.0,261.0,Slow
640,Virizion,5,Sub Legendary,Grassland Pokémon,Grass,Fighting,2.0,200.0,580.0,91.0,90.0,72.0,90.0,129.0,108.0,3.0,35.0,261.0,Slow
641,Tornadus Incarnate Forme,5,Sub Legendary,Cyclone Pokémon,Flying,,1.5,63.0,580.0,79.0,115.0,70.0,125.0,80.0,111.0,3.0,90.0,261.0,Slow
641,Tornadus Therian Forme,5,Sub Legendary,Cyclone Pokémon,Flying,,1.4,63.0,580.0,79.0,100.0,80.0,110.0,90.0,121.0,3.0,90.0,261.0,Slow
642,Thundurus Incarnate Forme,5,Sub Legendary,Bolt Strike Pokémon,Electric,Flying,1.5,61.0,580.0,79.0,115.0,70.0,125.0,80.0,111.0,3.0,90.0,261.0,Slow
642,Thundurus Therian Forme,5,Sub Legendary,Bolt Strike Pokémon,Electric,Flying,3.0,61.0,580.0,79.0,105.0,70.0,145.0,80.0,101.0,3.0,90.0,261.0,Slow
643,Reshiram,5,Legendary,Vast White Pokémon,Dragon,Fire,3.2,330.0,680.0,100.0,120.0,100.0,150.0,120.0,90.0,3.0,0.0,306.0,Slow
644,Zekrom,5,Legendary,Deep Black Pokémon,Dragon,Electric,2.9,345.0,680.0,100.0,150.0,120.0,120.0,100.0,90.0,3.0,0.0,306.0,Slow
645,Landorus Incarnate Forme,5,Sub Legendary,Abundance Pokémon,Ground,Flying,1.5,68.0,600.0,89.0,125.0,90.0,115.0,80.0,101.0,3.0,90.0,270.0,Slow
645,Landorus Therian Forme,5,Sub Legendary,Abundance Pokémon,Ground,Flying,1.3,68.0,600.0,89.0,145.0,90.0,105.0,80.0,91.0,3.0,90.0,270.0,Slow
646,Kyurem,5,Legendary,Boundary Pokémon,Dragon,Ice,3.0,325.0,660.0,125.0,130.0,90.0,130.0,90.0,95.0,3.0,0.0,297.0,Slow
646,Black Kyurem,5,Legendary,Boundary Pokémon,Dragon,Ice,3.3,325.0,700.0,125.0,170.0,100.0,120.0,90.0,95.0,3.0,0.0,315.0,Slow
646,White Kyurem,5,Legendary,Boundary Pokémon,Dragon,Ice,3.6,325.0,700.0,125.0,120.0,90.0,170.0,100.0,95.0,3.0,0.0,315.0,Slow
647,Keldeo Ordinary Forme,5,Mythical,Colt Pokémon,Water,Fighting,1.4,48.5,580.0,91.0,72.0,90.0,129.0,90.0,108.0,3.0,35.0,261.0,Slow
647,Keldeo Resolute Forme,5,Mythical,Colt Pokémon,Water,Fighting,1.4,48.5,580.0,91.0,72.0,90.0,129.0,90.0,108.0,3.0,35.0,261.0,Slow
648,Meloetta Aria Forme,5,Mythical,Melody Pokémon,Normal,Psychic,0.6,6.5,600.0,100.0,77.0,77.0,128.0,128.0,90.0,3.0,100.0,270.0,Slow
648,Meloetta Pirouette Forme,5,Mythical,Melody Pokémon,Normal,Fighting,0.6,6.5,600.0,100.0,128.0,90.0,77.0,77.0,128.0,3.0,100.0,270.0,Slow
649,Genesect,5,Mythical,Paleozoic Pokémon,Bug,Steel,1.5,82.5,600.0,71.0,120.0,95.0,120.0,95.0,99.0,3.0,0.0,270.0,Slow
650,Chespin,6,Normal,Spiny Nut Pokémon,Grass,,0.4,9.0,313.0,56.0,61.0,65.0,48.0,45.0,38.0,45.0,70.0,63.0,Medium Slow
651,Quilladin,6,Normal,Spiny Armor Pokémon,Grass,,0.7,29.0,405.0,61.0,78.0,95.0,56.0,58.0,57.0,45.0,70.0,142.0,Medium Slow
652,Chesnaught,6,Normal,Spiny Armor Pokémon,Grass,Fighting,1.6,90.0,530.0,88.0,107.0,122.0,74.0,75.0,64.0,45.0,70.0,239.0,Medium Slow
653,Fennekin,6,Normal,Fox Pokémon,Fire,,0.4,9.4,307.0,40.0,45.0,40.0,62.0,60.0,60.0,45.0,70.0,61.0,Medium Slow
654,Braixen,6,Normal,Fox Pokémon,Fire,,1.0,14.5,409.0,59.0,59.0,58.0,90.0,70.0,73.0,45.0,70.0,143.0,Medium Slow
655,Delphox,6,Normal,Fox Pokémon,Fire,Psychic,1.5,39.0,534.0,75.0,69.0,72.0,114.0,100.0,104.0,45.0,70.0,240.0,Medium Slow
656,Froakie,6,Normal,Bubble Frog Pokémon,Water,,0.3,7.0,314.0,41.0,56.0,40.0,62.0,44.0,71.0,45.0,70.0,63.0,Medium Slow
657,Frogadier,6,Normal,Bubble Frog Pokémon,Water,,0.6,10.9,405.0,54.0,63.0,52.0,83.0,56.0,97.0,45.0,70.0,142.0,Medium Slow
658,Greninja,6,Normal,Ninja Pokémon,Water,Dark,1.5,40.0,530.0,72.0,95.0,67.0,103.0,71.0,122.0,45.0,70.0,239.0,Medium Slow
658,Ash-Greninja,6,Normal,Ninja Pokémon,Water,Dark,1.5,40.0,640.0,72.0,145.0,67.0,153.0,71.0,132.0,45.0,70.0,288.0,Medium Slow
659,Bunnelby,6,Normal,Digging Pokémon,Normal,,0.4,5.0,237.0,38.0,36.0,38.0,32.0,36.0,57.0,255.0,70.0,47.0,Medium Fast
660,Diggersby,6,Normal,Digging Pokémon,Normal,Ground,1.0,42.4,423.0,85.0,56.0,77.0,50.0,77.0,78.0,127.0,70.0,148.0,Medium Fast
661,Fletchling,6,Normal,Tiny Robin Pokémon,Normal,Flying,0.3,1.7,278.0,45.0,50.0,43.0,40.0,38.0,62.0,255.0,70.0,56.0,Medium Slow
662,Fletchinder,6,Normal,Ember Pokémon,Fire,Flying,0.7,16.0,382.0,62.0,73.0,55.0,56.0,52.0,84.0,120.0,70.0,134.0,Medium Slow
663,Talonflame,6,Normal,Scorching Pokémon,Fire,Flying,1.2,24.5,499.0,78.0,81.0,71.0,74.0,69.0,126.0,45.0,70.0,175.0,Medium Slow
664,Scatterbug,6,Normal,Scatterdust Pokémon,Bug,,0.3,2.5,200.0,38.0,35.0,40.0,27.0,25.0,35.0,255.0,70.0,40.0,Medium Fast
665,Spewpa,6,Normal,Scatterdust Pokémon,Bug,,0.3,8.4,213.0,45.0,22.0,60.0,27.0,30.0,29.0,120.0,70.0,75.0,Medium Fast
666,Vivillon,6,Normal,Scale Pokémon,Bug,Flying,1.2,17.0,411.0,80.0,52.0,50.0,90.0,50.0,89.0,45.0,70.0,185.0,Medium Fast
667,Litleo,6,Normal,Lion Cub Pokémon,Fire,Normal,0.6,13.5,369.0,62.0,50.0,58.0,73.0,54.0,72.0,220.0,70.0,74.0,Medium Slow
668,Pyroar,6,Normal,Royal Pokémon,Fire,Normal,1.5,81.5,507.0,86.0,68.0,72.0,109.0,66.0,106.0,65.0,70.0,177.0,Medium Slow
669,Flabébé,6,Normal,Single Bloom Pokémon,Fairy,,0.1,0.1,303.0,44.0,38.0,39.0,61.0,79.0,42.0,225.0,70.0,61.0,Medium Fast
670,Floette,6,Normal,Single Bloom Pokémon,Fairy,,0.2,0.9,371.0,54.0,45.0,47.0,75.0,98.0,52.0,120.0,70.0,130.0,Medium Fast
671,Florges,6,Normal,Garden Pokémon,Fairy,,1.1,10.0,552.0,78.0,65.0,68.0,112.0,154.0,75.0,45.0,70.0,248.0,Medium Fast
672,Skiddo,6,Normal,Mount Pokémon,Grass,,0.9,31.0,350.0,66.0,65.0,48.0,62.0,57.0,52.0,200.0,70.0,70.0,Medium Fast
673,Gogoat,6,Normal,Mount Pokémon,Grass,,1.7,91.0,531.0,123.0,100.0,62.0,97.0,81.0,68.0,45.0,70.0,186.0,Medium Fast
674,Pancham,6,Normal,Playful Pokémon,Fighting,,0.6,8.0,348.0,67.0,82.0,62.0,46.0,48.0,43.0,220.0,70.0,70.0,Medium Fast
675,Pangoro,6,Normal,Daunting Pokémon,Fighting,Dark,2.1,136.0,495.0,95.0,124.0,78.0,69.0,71.0,58.0,65.0,70.0,173.0,Medium Fast
676,Furfrou,6,Normal,Poodle Pokémon,Normal,,1.2,28.0,472.0,75.0,80.0,60.0,65.0,90.0,102.0,160.0,70.0,165.0,Medium Fast
677,Espurr,6,Normal,Restraint Pokémon,Psychic,,0.3,3.5,355.0,62.0,48.0,54.0,63.0,60.0,68.0,190.0,70.0,71.0,Medium Fast
678,Meowstic Male,6,Normal,Constraint Pokémon,Psychic,,0.6,8.5,466.0,74.0,48.0,76.0,83.0,81.0,104.0,75.0,70.0,163.0,Medium Fast
678,Meowstic Female,6,Normal,Constraint Pokémon,Psychic,,0.6,8.5,466.0,74.0,48.0,76.0,83.0,81.0,104.0,75.0,70.0,163.0,Medium Fast
679,Honedge,6,Normal,Sword Pokémon,Steel,Ghost,0.8,2.0,325.0,45.0,80.0,100.0,35.0,37.0,28.0,180.0,70.0,65.0,Medium Fast
680,Doublade,6,Normal,Sword Pokémon,Steel,Ghost,0.8,4.5,448.0,59.0,110.0,150.0,45.0,49.0,35.0,90.0,70.0,157.0,Medium Fast
681,Aegislash Blade Forme,6,Normal,Royal Sword Pokémon,Steel,Ghost,1.7,53.0,520.0,60.0,150.0,50.0,150.0,50.0,60.0,45.0,70.0,234.0,Medium Fast
681,Aegislash Shield Forme,6,Normal,Royal Sword Pokémon,Steel,Ghost,1.7,53.0,520.0,60.0,50.0,150.0,50.0,150.0,60.0,45.0,70.0,234.0,Medium Fast
682,Spritzee,6,Normal,Perfume Pokémon,Fairy,,0.2,0.5,341.0,78.0,52.0,60.0,63.0,65.0,23.0,200.0,70.0,68.0,Medium Fast
683,Aromatisse,6,Normal,Fragrance Pokémon,Fairy,,0.8,15.5,462.0,101.0,72.0,72.0,99.0,89.0,29.0,140.0,70.0,162.0,Medium Fast
684,Swirlix,6,Normal,Cotton Candy Pokémon,Fairy,,0.4,3.5,341.0,62.0,48.0,66.0,59.0,57.0,49.0,200.0,70.0,68.0,Medium Fast
685,Slurpuff,6,Normal,Meringue Pokémon,Fairy,,0.8,5.0,480.0,82.0,80.0,86.0,85.0,75.0,72.0,140.0,70.0,168.0,Medium Fast
686,Inkay,6,Normal,Revolving Pokémon,Dark,Psychic,0.4,3.5,288.0,53.0,54.0,53.0,37.0,46.0,45.0,190.0,70.0,58.0,Medium Fast
687,Malamar,6,Normal,Overturning Pokémon,Dark,Psychic,1.5,47.0,482.0,86.0,92.0,88.0,68.0,75.0,73.0,80.0,70.0,169.0,Medium Fast
688,Binacle,6,Normal,Two-Handed Pokémon,Rock,Water,0.5,31.0,306.0,42.0,52.0,67.0,39.0,56.0,50.0,120.0,70.0,61.0,Medium Fast
689,Barbaracle,6,Normal,Collective Pokémon,Rock,Water,1.3,96.0,500.0,72.0,105.0,115.0,54.0,86.0,68.0,45.0,70.0,175.0,Medium Fast
690,Skrelp,6,Normal,Mock Kelp Pokémon,Poison,Water,0.5,7.3,320.0,50.0,60.0,60.0,60.0,60.0,30.0,225.0,70.0,64.0,Medium Fast
691,Dragalge,6,Normal,Mock Kelp Pokémon,Poison,Dragon,1.8,81.5,494.0,65.0,75.0,90.0,97.0,123.0,44.0,55.0,70.0,173.0,Medium Fast
692,Clauncher,6,Normal,Water Gun Pokémon,Water,,0.5,8.3,330.0,50.0,53.0,62.0,58.0,63.0,44.0,225.0,70.0,66.0,Slow
693,Clawitzer,6,Normal,Howitzer Pokémon,Water,,1.3,35.3,500.0,71.0,73.0,88.0,120.0,89.0,59.0,55.0,70.0,100.0,Slow
694,Helioptile,6,Normal,Generator Pokémon,Electric,Normal,0.5,6.0,289.0,44.0,38.0,33.0,61.0,43.0,70.0,190.0,70.0,58.0,Medium Fast
695,Heliolisk,6,Normal,Generator Pokémon,Electric,Normal,1.0,21.0,481.0,62.0,55.0,52.0,109.0,94.0,109.0,75.0,70.0,168.0,Medium Fast
696,Tyrunt,6,Normal,Royal Heir Pokémon,Rock,Dragon,0.8,26.0,362.0,58.0,89.0,77.0,45.0,45.0,48.0,45.0,70.0,72.0,Medium Fast
697,Tyrantrum,6,Normal,Despot Pokémon,Rock,Dragon,2.5,270.0,521.0,82.0,121.0,119.0,69.0,59.0,71.0,45.0,70.0,182.0,Medium Fast
